chr     start   end     strand  pvalue  qvalue  meth.diff
chr3    4896001 4898000 *       2.53346261482016e-07    1.76346571333637e-06    28.0565897244974
chr3    5014001 5016000 *       3.44267649336195e-43    1.92828158417213e-41    -27.411086325182
chr3    5042001 5044000 *       2.61766237731327e-23    7.28260475786818e-22    -33.6146124554131
chr3    5058001 5060000 *       5.02009858498191e-11    5.62193515711639e-10    -91.6666666666667
chr3    5060001 5062000 *       1.62124616918255e-50    1.07008333156763e-48    -83.3333333333333
chr3    5082001 5084000 *       0.000601186511463668    0.00219915073954179     28.0099502487562
chr3    5266001 5268000 *       0.00228676268462889     0.00717526288172838     -39.010989010989
chr3    5454001 5456000 *       1.70599633336199e-25    5.25691382178696e-24    -55.2199850857569
chr3    5586001 5588000 *       2.53282579447083e-57    1.92168792986622e-55    31.1500238835879
chr3    5608001 5610000 *       3.06993991889091e-05    0.000148904390596168    38.2149446494465
chr3    6886001 6888000 *       9.40562894100155e-07    5.97793830200723e-06    -33.4160463192721
chr3    8138001 8140000 *       5.19440125851923e-55    3.76261786385324e-53    40.7108074969347
chr3    8330001 8332000 *       1.63150258692137e-289   1.33370709959343e-286   -25.0912898291588
chr3    8648001 8650000 *       2.72979891805957e-148   7.01379006227179e-146   29.7713287933657
chr3    8826001 8828000 *       4.02864585680719e-202   1.73861451707202e-199   -32.2975996948822
chr3    9270001 9272000 *       4.32957158328789e-08    3.37660490328037e-07    -46.0553681194251
chr3    9378001 9380000 *       1.0385877701516e-38     5.17277199637216e-37    35.2451825354166
chr3    9514001 9516000 *       3.49068760258748e-54    2.48414005599855e-52    -44.0648034398034
chr3    9518001 9520000 *       1.09773679581885e-06    6.89986895796389e-06    -40.8498023715415
chr3    9524001 9526000 *       2.29572087966998e-21    5.77247081234882e-20    -35.1877534007806
chr3    9530001 9532000 *       1.79889971495542e-44    1.03664739258416e-42    -25.790713226246
chr3    10026001        10028000        *       6.00137968249329e-24    1.72132839210315e-22    -41.1764705882353
chr3    10034001        10036000        *       6.55406019662878e-77    6.94498560306891e-75    -35.7422354168577
chr3    10036001        10038000        *       3.75325402801469e-23    1.03540182296481e-21    -27.7584070065273
chr3    10038001        10040000        *       1.60899273124154e-20    3.86877397627705e-19    -38.866341991342
chr3    10040001        10042000        *       1.27919278786951e-14    2.02464684867584e-13    30.1717902350814
chr3    10082001        10084000        *       1.79578866587729e-88    2.25052375004636e-86    -56.4710547184774
chr3    10084001        10086000        *       7.2964728863453e-93     9.67085597855026e-91    -84.4594594594595
chr3    10110001        10112000        *       3.95120954845065e-91    5.13561054148408e-89    -31.3900421884417
chr3    10112001        10114000        *       1.99954253148202e-68    1.85738087575558e-66    -32.7321443830031
chr3    10116001        10118000        *       5.65846391919642e-30    2.11406908504697e-28    -30.5675565406288
chr3    10168001        10170000        *       4.17610703982623e-23    1.14841763901567e-21    -29.7964713695051
chr3    10170001        10172000        *       6.23371611513695e-15    1.01160125095385e-13    -35.1238139319602
chr3    10582001        10584000        *       0.0011486658822895      0.00391196899114612     31.3940092165899
chr3    10720001        10722000        *       0       0       43.9951260547929
chr3    10730001        10732000        *       1.32499744292788e-34    5.82812872810661e-33    -27.4123788217748
chr3    12074001        12076000        *       2.15739513146655e-195   8.73091186009636e-193   -31.5906904011051
chr3    12968001        12970000        *       5.8108613361226e-104    8.80124776244279e-102   -28.2285793343006
chr3    15198001        15200000        *       1.99874182303422e-05    0.000100491203591889    -38.9261744966443
chr3    16118001        16120000        *       0.0024796724571156      0.00770476993375087     36.9047619047619
chr3    16126001        16128000        *       1.11976587339772e-14    1.78063987870271e-13    -33.1428571428571
chr3    16136001        16138000        *       3.24119331431883e-06    1.88546303462827e-05    -38.0085872009814
chr3    16154001        16156000        *       7.39219557168156e-23    2.00669320498411e-21    26.5071452309737
chr3    16156001        16158000        *       9.49601664561374e-83    1.09337219199396e-80    25.6193953961357
chr3    16194001        16196000        *       1.174268694344e-06      7.34551580144745e-06    -46.8284789644013
chr3    16294001        16296000        *       3.72792993012262e-27    1.23947554691621e-25    29.5710392226567
chr3    16402001        16404000        *       0.00442761886389729     0.0127422239164148      -27.2727272727273
chr3    16534001        16536000        *       1.33811942528772e-40    7.05135379515235e-39    -49.6183574879227
chr3    16998001        17000000        *       1.58715658431108e-05    8.14139432252465e-05    -32.8891257995736
chr3    18020001        18022000        *       2.51555704562074e-05    0.00012407593425287     -31.25
chr3    19276001        19278000        *       6.83692438028391e-115   1.20537446984669e-112   -31.4771986970684
chr3    20450001        20452000        *       1.02840632127462e-10    1.11372149597367e-09    66.6666666666667
chr3    21360001        21362000        *       5.07705286286579e-10    5.07845769432098e-09    66.1654135338346
chr3    21552001        21554000        *       0.000459456599333222    0.0017304442001712      34.3365253077975
chr3    24758001        24760000        *       6.64682654122714e-21    1.63232577651221e-19    26.3968745392894
chr3    25124001        25126000        *       0.0146403946588065      0.0352493597543763      39.5833333333333
chr3    25808001        25810000        *       5.76285766475458e-10    5.72682729547245e-09    -49.5511968085106
chr3    25812001        25814000        *       0.0023128531471502      0.00724680112979969     -29.7959183673469
chr3    25844001        25846000        *       0.000497832376224371    0.0018588205189608      -29.7326203208556
chr3    26048001        26050000        *       1.13049215679265e-06    7.09084593682777e-06    -31.5347445927289
chr3    26196001        26198000        *       0.00131803041612596     0.00441904233267314     28.475935828877
chr3    26684001        26686000        *       0.00161550131365615     0.00529150477650197     -35.0980392156863
chr3    26984001        26986000        *       3.12140089254339e-09    2.83806947449956e-08    -29.7430661902331
chr3    27532001        27534000        *       0.00090423120336723     0.00316300427827051     -64.3939393939394
chr3    28624001        28626000        *       9.05490998173557e-06    4.86343728715068e-05    -26.6380368098159
chr3    28708001        28710000        *       3.25625213113297e-132   7.06360584170308e-130   -54.6469779920169
chr3    28724001        28726000        *       1.73821982787848e-34    7.60732693249222e-33    -34.5156369183829
chr3    28726001        28728000        *       1.11823787864466e-11    1.34292585836199e-10    -47.7884615384615
chr3    35964001        35966000        *       9.73943740159889e-16    1.68340099561239e-14    53.125
chr3    39302001        39304000        *       1.91346438501983e-69    1.8052652379355e-67     31.3820029315722
chr3    39482001        39484000        *       8.14457163787157e-12    9.91155920184477e-11    -25.7157564467105
chr3    39494001        39496000        *       3.43983054142359e-23    9.50859830830717e-22    -30.4485962380699
chr3    39496001        39498000        *       1.46631758751252e-15    2.49817045819664e-14    -26.2781688219567
chr3    39530001        39532000        *       2.49276389662576e-15    4.1743454322212e-14     -33.393262400896
chr3    39542001        39544000        *       2.10177823296258e-10    2.19729469385307e-09    -26.2698412698413
chr3    39546001        39548000        *       2.72861636808668e-112   4.63891165915596e-110   -66.7320716141581
chr3    39548001        39550000        *       2.12333134317396e-246   1.32160690513203e-243   -58.3527035748526
chr3    39550001        39552000        *       5.38630040350906e-06    3.01284784955206e-05    -27.3712355755699
chr3    39552001        39554000        *       6.64692722990517e-08    5.04348279463008e-07    -69.7802197802198
chr3    39594001        39596000        *       1.16381161154425e-09    1.11526715769876e-08    -43.0325814536341
chr3    39734001        39736000        *       0.000239487683243993    0.000964045657980412    25.2950910093767
chr3    39738001        39740000        *       0.00475836770081204     0.0135508723826329      37.9221732745962
chr3    39742001        39744000        *       1.14112353128432e-09    1.09513977709806e-08    38.1855684046798
chr3    39744001        39746000        *       7.16018794253267e-11    7.8878837718398e-10     59.5959595959596
chr3    39750001        39752000        *       0.000151671414478363    0.000637809340016197    -31.9319319319319
chr3    39758001        39760000        *       7.92885105560262e-25    2.37097478020441e-23    -52.4094602151245
chr3    39762001        39764000        *       0.00247795348640224     0.00770036352523776     25.0468164794008
chr3    39764001        39766000        *       4.10756154430614e-05    0.000194122473618777    29.2517006802721
chr3    39766001        39768000        *       3.960603933141e-08      3.10737032395282e-07    47.9381443298969
chr3    39774001        39776000        *       0.00446445149401548     0.012833615099789       28.9134438305709
chr3    39776001        39778000        *       0.00024445291209126     0.000981996381759366    -34.8148148148148
chr3    39946001        39948000        *       3.02558265581113e-12    3.8501657336478e-11     -25.8078339258507
chr3    40368001        40370000        *       9.6475247787012e-07     6.11987599977392e-06    -26.2915352898375
chr3    41482001        41484000        *       2.61345233282615e-08    2.10102859772043e-07    -55
chr3    43862001        43864000        *       6.12903203542662e-45    3.56506924098581e-43    25.0375531946796
chr3    43868001        43870000        *       1.40038354613874e-23    3.95157566959572e-22    -28.3019713261649
chr3    44248001        44250000        *       2.71789025859725e-170   8.70986623809825e-168   -28.0826748427022
chr3    44932001        44934000        *       1.29212811000977e-05    6.73807994016917e-05    -31.4736842105263
chr3    45444001        45446000        *       2.32575943663396e-05    0.000115509069016992    28.1742243436754
chr3    46130001        46132000        *       7.91370171964943e-116   1.41223642638024e-113   25.0428595080587
chr3    46148001        46150000        *       6.111804009576e-76      6.38385477648639e-74    25.9735650461736
chr3    46218001        46220000        *       1.21672264789274e-108   1.95954686207677e-106   -41.0468021275135
chr3    46220001        46222000        *       2.09764326186105e-112   3.57361358272105e-110   -36.1846363893394
chr3    46306001        46308000        *       8.55900651576566e-11    9.35263954838611e-10    -28.6963595688428
chr3    46314001        46316000        *       6.43684259727698e-42    3.50050468965919e-40    28.5746271998567
chr3    46378001        46380000        *       2.06974917112767e-28    7.28303624515004e-27    -49.1332458770615
chr3    46382001        46384000        *       8.08922041690612e-08    6.06470583955696e-07    41.4634146341463
chr3    46388001        46390000        *       8.77468036221836e-06    4.7255670586321e-05     -33.7877312560857
chr3    46446001        46448000        *       6.94270893334344e-31    2.68220857041829e-29    -33.8145438898451
chr3    46452001        46454000        *       2.05571100896386e-07    1.4505913387873e-06     -86
chr3    47532001        47534000        *       2.30700527874546e-06    1.37565570623803e-05    -71.4285714285714
chr3    49998001        50000000        *       4.27860589919536e-06    2.43570277463872e-05    -45.4451345755694
chr3    50362001        50364000        *       4.81416786771756e-06    2.715745379455e-05      -41.2238325281804
chr3    50932001        50934000        *       5.30228165814032e-33    2.20934674242544e-31    -25.681057098299
chr3    50934001        50936000        *       4.12307353952181e-16    7.34565140551939e-15    -25.444268545564
chr3    51388001        51390000        *       3.88474659349452e-06    2.22896196298847e-05    25.8620689655172
chr3    51782001        51784000        *       3.79604372921729e-117   6.93435419002918e-115   36.2470654281923
chr3    52216001        52218000        *       3.57925265314517e-24    1.03846324052247e-22    -28.4348788235714
chr3    53304001        53306000        *       5.91133180267371e-135   1.31576380727319e-132   28.2019431255402
chr3    53340001        53342000        *       1.83473456056098e-06    1.11219286345687e-05    63.8383838383838
chr3    54508001        54510000        *       4.76739167836564e-06    2.69169395428377e-05    -38.2107459572248
chr3    54596001        54598000        *       3.83312945203622e-11    4.34878694349725e-10    -35.7026756689172
chr3    54858001        54860000        *       5.86608333310622e-24    1.6828759776347e-22     -25.4315868482718
chr3    54894001        54896000        *       1.92015057048454e-07    1.3607724196882e-06     -34.3789407313997
chr3    54940001        54942000        *       9.34456943570172e-08    6.93478388641904e-07    -80.7692307692308
chr3    56484001        56486000        *       0.00783551815907601     0.0207684787585549      -36.026936026936
chr3    57180001        57182000        *       3.42087034629005e-226   1.7802143773917e-223    61.480416209501
chr3    57182001        57184000        *       3.36611511547434e-36    1.55283118936876e-34    35.0974025974026
chr3    57560001        57562000        *       2.1935155196571e-15     3.68982422543671e-14    27.289327256258
chr3    57954001        57956000        *       2.19056869353711e-05    0.000109306458791859    30.7692307692308
chr3    58302001        58304000        *       2.08490313160189e-32    8.52514919115568e-31    39.6109027687975
chr3    58442001        58444000        *       0.00939596718916163     0.0242424484841293      -26.0869565217391
chr3    59050001        59052000        *       0.000971308297389352    0.00337146487143388     50
chr3    60296001        60298000        *       3.33113243390857e-27    1.11034122038808e-25    -35.1863652564615
chr3    62298001        62300000        *       3.41513825142291e-19    7.56739228847614e-18    33.9382940108893
chr3    63748001        63750000        *       7.83515850787162e-13    1.05549469361285e-11    50
chr3    64094001        64096000        *       0.000403106518983622    0.00153929437766226     47.4431818181818
chr3    66254001        66256000        *       4.82808460397866e-11    5.4151936138592e-10     29.491341991342
chr3    66576001        66578000        *       7.69909233486062e-14    1.13800657510786e-12    -50.1498501498502
chr3    67584001        67586000        *       9.54157524255234e-145   2.35692615218332e-142   32.0883241646264
chr3    68456001        68458000        *       1.62895860518311e-37    7.81749895474869e-36    -25.2560203563806
chr3    69154001        69156000        *       4.84032186880723e-96    6.6477859161894e-94     -25.8812424412259
chr3    69156001        69158000        *       4.08263838408024e-229   2.20588125862744e-226   -28.6549541636563
chr3    69602001        69604000        *       2.79494436445029e-13    3.9249714305815e-12     -25.4723667767146
chr3    69644001        69646000        *       0.00288285649442188     0.00878412756644234     31.9805194805195
chr3    69982001        69984000        *       9.13140988200915e-168   2.8203612264434e-165    -35.6242174327324
chr3    70080001        70082000        *       4.72103731031742e-250   3.00702391365872e-247   -43.7323141160223
chr3    70666001        70668000        *       5.5125159776384e-05     0.000254061765973145    -25.1089199724834
chr3    72934001        72936000        *       2.28791920527714e-129   4.81513280820877e-127   27.6755001755002
chr3    73044001        73046000        *       8.32320561657841e-05    0.000369813863478268    36.4705882352941
chr3    73558001        73560000        *       3.27225468146222e-07    2.23931471936129e-06    -69.1608391608392
chr3    74498001        74500000        *       2.71249768013284e-24    7.91417223738318e-23    -89.1304347826087
chr3    74996001        74998000        *       1.36179352685703e-64    1.18564418200275e-62    -26.6224726879718
chr3    76072001        76074000        *       5.38809721555579e-10    5.37043795875891e-09    26.9561696527989
chr3    76074001        76076000        *       4.79669745216476e-05    0.00022377810597344     34.8765432098765
chr3    76190001        76192000        *       1.28287103118935e-18    2.73733487145566e-17    29.6880804013122
chr3    76356001        76358000        *       6.09902835141425e-05    0.000278529136047862    -35.6716417910448
chr3    77362001        77364000        *       2.01909716799655e-58    1.56319072570359e-56    -34.7920663105575
chr3    77372001        77374000        *       6.22918188568852e-158   1.75943583002706e-155   25.2342597826041
chr3    77590001        77592000        *       1.49543936247291e-05    7.71003581803021e-05    -52.5
chr3    78470001        78472000        *       5.96311758273012e-14    8.89728020012276e-13    -77.9069767441861
chr3    78472001        78474000        *       1.09724395282215e-10    1.18410548872248e-09    -63.1764705882353
chr3    78692001        78694000        *       6.48280669345063e-66    5.76559137617107e-64    29.9639056925089
chr3    79010001        79012000        *       2.31839743675729e-07    1.62272880307416e-06    77.7777777777778
chr3    79640001        79642000        *       4.10553237661618e-63    3.47619248309073e-61    39.1307079558989
chr3    80370001        80372000        *       5.33465138493969e-40    2.76210371849794e-38    -25.0192840613662
chr3    80372001        80374000        *       2.69746298445189e-200   1.1460112529431e-197    -27.0646783337139
chr3    80380001        80382000        *       2.69754347181604e-59    2.12786558494257e-57    -27.5394068743935
chr3    80382001        80384000        *       9.04307408456556e-138   2.08185540727228e-135   -30.7191978649784
chr3    80384001        80386000        *       0       0       -29.8156621311371
chr3    80386001        80388000        *       7.28938957230861e-108   1.15757793826423e-105   -25.6292662818995
chr3    80634001        80636000        *       4.81815188172298e-08    3.73262582565945e-07    55.3357047576701
chr3    81768001        81770000        *       2.65555195368895e-50    1.74377111941339e-48    -55.2252568718714
chr3    81770001        81772000        *       3.40652557086519e-71    3.30761916784183e-69    -61.0111864536643
chr3    81774001        81776000        *       6.252792922672e-20      1.45016814739527e-18    -44.670245398773
chr3    81786001        81788000        *       1.90346903707084e-14    2.96595652153902e-13    -40.0416377515614
chr3    81860001        81862000        *       7.12767082069121e-06    3.90079649299142e-05    40.8227848101266
chr3    82442001        82444000        *       8.64739877815226e-28    2.96564281097388e-26    39.8008586827441
chr3    83220001        83222000        *       3.22991151234505e-14    4.93313778016465e-13    -36.5784944288432
chr3    83422001        83424000        *       4.184156698312e-11      4.72713898630615e-10    -28.7569092584063
chr3    83768001        83770000        *       4.61235235706253e-33    1.92735853074701e-31    67.1648351648352
chr3    83840001        83842000        *       8.66523977903586e-06    4.67172709211617e-05    -29.6055226824458
chr3    83966001        83968000        *       0.00032889236975221     0.00128222437721998     28.5367674505412
chr3    84404001        84406000        *       4.89347249562584e-28    1.69511779957921e-26    -56.3168316831683
chr3    85272001        85274000        *       2.90392421905142e-06    1.7027140738885e-05     -68.4523809523809
chr3    85824001        85826000        *       4.5673631464857e-19     1.0038524292407e-17     -28.7735849056604
chr3    85826001        85828000        *       1.64196614848296e-203   7.13877540328691e-201   -47.5211409949674
chr3    85828001        85830000        *       3.30244089471921e-52    2.24896166135121e-50    -36.8628147316965
chr3    85830001        85832000        *       6.44536008954617e-66    5.73353268633511e-64    -36.2691628242495
chr4    824001  826000  *       1.43553378745845e-124   2.85124922291401e-122   33.0336375317102
chr4    954001  956000  *       0.000239650160553258    0.000964614372536816    -49.2307692307692
chr4    1340001 1342000 *       0.00173610800357865     0.00563820781820916     -39.5010395010395
chr4    1560001 1562000 *       3.28324383273833e-89    4.15660996348619e-87    -36.1205448437044
chr4    1920001 1922000 *       2.84499466243089e-33    1.19640305202263e-31    -40.7093541120967
chr4    2020001 2022000 *       8.86119326136739e-06    4.76795753724744e-05    -32.5487614188133
chr4    2202001 2204000 *       1.23876704201199e-85    1.48955114864443e-83    -26.6691996224256
chr4    2518001 2520000 *       4.64322893961604e-320   4.67235806196354e-317   45.6393572601553
chr4    2526001 2528000 *       6.75729964743331e-15    1.09356080211652e-13    -34.0212246817768
chr4    2700001 2702000 *       6.40782834174539e-107   1.00897623909553e-104   37.7575805689223
chr4    2752001 2754000 *       1.47635790898679e-31    5.85841723832718e-30    50.0250086568428
chr4    2930001 2932000 *       9.74601331132139e-06    5.20385362317564e-05    40.0674125071715
chr4    3348001 3350000 *       1.02155140490188e-132   2.22779415215182e-130   -31.7909543680172
chr4    3362001 3364000 *       2.15211634025033e-280   1.66617454426553e-277   -30.6662816575076
chr4    3386001 3388000 *       2.41944475304271e-55    1.76503663282712e-53    -72.209653092006
chr4    3388001 3390000 *       6.36935814357457e-18    1.29625899500446e-16    -40.1604278074866
chr4    3392001 3394000 *       9.1945042952265e-60     7.33470882540427e-58    -55.0681592396481
chr4    3394001 3396000 *       9.38847743026625e-18    1.89003236686881e-16    -35.6398579239805
chr4    3444001 3446000 *       3.99308597971535e-276   3.02288634370096e-273   -33.9789837055124
chr4    3808001 3810000 *       2.04039621331521e-115   3.62067152531935e-113   -37.5416558362986
chr4    6816001 6818000 *       3.92823909990108e-09    3.5267290516421e-08     -28.4827760891591
chr4    6824001 6826000 *       3.75436006363594e-37    1.780672295199e-35      -26.63721572215
chr4    6850001 6852000 *       3.1257662676259e-37     1.48528584271203e-35    -27.0638941596082
chr4    7114001 7116000 *       3.12655781537583e-62    2.60315521207764e-60    31.8458651943196
chr4    7256001 7258000 *       2.87656812919546e-11    3.31143140131956e-10    -57.9121789560895
chr4    8262001 8264000 *       0.00264149269998243     0.00814086969972305     -26.1319073083779
chr4    8266001 8268000 *       3.45989081389764e-07    2.35889143847713e-06    -76.7281105990783
chr4    8404001 8406000 *       1.42665880985568e-05    7.38265457220993e-05    -80
chr4    8420001 8422000 *       1.65939176342948e-10    1.75496284305304e-09    35.1984757065735
chr4    8636001 8638000 *       5.99516002378528e-161   1.74508708555745e-158   -25.3735694146237
chr4    8680001 8682000 *       1.13597292339276e-238   6.66535030736421e-236   -30.0402607015833
chr4    8772001 8774000 *       3.60834431218445e-08    2.84659403848181e-07    -29.9175500588928
chr4    8774001 8776000 *       2.94280465158261e-08    2.34929502846536e-07    32.7174402884182
chr4    9180001 9182000 *       3.11441245334767e-23    8.6317782757565e-22     -27.2951467159894
chr4    9680001 9682000 *       2.74515469809395e-06    1.61614459104261e-05    -45.4545454545455
chr4    9978001 9980000 *       5.33535443779466e-170   1.70180060665399e-167   -37.5761351458837
chr4    10172001        10174000        *       4.92920176650809e-80    5.45466310452927e-78    29.1693321993844
chr4    10174001        10176000        *       1.00618506708749e-87    1.24535027960703e-85    25.5499556824101
chr4    10178001        10180000        *       2.16286186148042e-205   9.50436907210825e-203   -27.6563244518392
chr4    11632001        11634000        *       7.22207511171507e-09    6.25835691207653e-08    -33.9621016365202
chr4    11754001        11756000        *       0.00173513656798296     0.00563554453757757     -32.8744939271255
chr4    11814001        11816000        *       1.82047641890699e-46    1.10065266026496e-44    -26.6411435739299
chr4    11820001        11822000        *       3.98219527386074e-15    6.56517666652097e-14    -54.8901455455641
chr4    11896001        11898000        *       2.98657937740766e-11    3.43257399846223e-10    -25.8261073353644
chr4    11912001        11914000        *       0.0145670370969754      0.0351053459136161      -36.3687150837989
chr4    11916001        11918000        *       3.63164714325801e-36    1.67362782297579e-34    -31.9169109777095
chr4    11938001        11940000        *       4.42602481960182e-05    0.0002079448409788      -39.5004625346901
chr4    12098001        12100000        *       0       0       -54.4144410349032
chr4    12100001        12102000        *       2.15014596083547e-47    1.32700325277093e-45    -37.4549594270813
chr4    12104001        12106000        *       3.58888788430275e-07    2.44003737717136e-06    -52.8735632183908
chr4    12108001        12110000        *       4.69508433465118e-98    6.59426354539484e-96    -61.9118929559216
chr4    12110001        12112000        *       3.32055343236475e-68    3.07470855205213e-66    -28.3349750409144
chr4    12170001        12172000        *       4.73452155562578e-16    8.38938646454923e-15    -39.4548994159637
chr4    12210001        12212000        *       2.1422512030067e-22     5.67066981950063e-21    -64.4897959183673
chr4    12448001        12450000        *       4.71311512426264e-13    6.48286085338916e-12    -47.5411785693049
chr4    12778001        12780000        *       7.22645523192208e-286   5.7918170967511e-283    43.6590810524607
chr4    12780001        12782000        *       1.27848109701825e-155   3.54506528931403e-153   32.5479817978926
chr4    12808001        12810000        *       9.56906041836043e-10    9.26793786259964e-09    -48.8283646178383
chr4    12810001        12812000        *       2.25174874430759e-05    0.000112092949372882    -31.6383000939751
chr4    13592001        13594000        *       2.28179805604266e-28    8.01129796529732e-27    31.2580287929125
chr4    13594001        13596000        *       4.79571135004776e-11    5.38065193367792e-10    25.6386735317907
chr4    13636001        13638000        *       1.04999280011094e-06    6.62039887364306e-06    38.0819229825852
chr4    13654001        13656000        *       9.31531654455448e-131   1.99015052973449e-128   -28.4715105475163
chr4    13768001        13770000        *       1.25362932536832e-18    2.67683435544899e-17    -26.1123050641979
chr4    13782001        13784000        *       0.0157102765576751      0.0373820328667542      -26.7441860465116
chr4    13790001        13792000        *       1.77800835035801e-10    1.8739749208526e-09     69.2307692307692
chr4    13996001        13998000        *       2.11908839614141e-54    1.51488851570601e-52    27.3951754052203
chr4    14028001        14030000        *       0       0       -36.3898825010283
chr4    14030001        14032000        *       1.18731394611915e-159   3.40047787674106e-157   -27.6381791336812
chr4    14032001        14034000        *       6.08490210014383e-130   1.28923522621122e-127   -34.0888227950356
chr4    14512001        14514000        *       2.17738379437885e-16    3.95790112715253e-15    -36.9942557442557
chr4    14520001        14522000        *       4.39871654053107e-22    1.14556075533324e-20    -82
chr4    14524001        14526000        *       1.09970634563947e-113   1.90439050787267e-111   -36.1865031863657
chr4    15598001        15600000        *       3.59918102891246e-24    1.04409721082288e-22    26.2900339559819
chr4    15650001        15652000        *       1.76542767315374e-162   5.20544792633992e-160   27.9833484719542
chr4    15708001        15710000        *       3.49681280192311e-52    2.37974609136744e-50    30.5739270710992
chr4    15816001        15818000        *       5.05776962819146e-76    5.28829769237576e-74    32.1811627332587
chr4    16188001        16190000        *       1.10599461793265e-71    1.08364530558946e-69    26.226871374486
chr4    16194001        16196000        *       1.04321751853649e-99    1.49337004529236e-97    33.7634454360496
chr4    16198001        16200000        *       4.30509071454124e-39    2.1668478290521e-37     27.8959910288758
chr4    16200001        16202000        *       4.87399018175655e-140   1.15518444944644e-137   31.8091519932011
chr4    16202001        16204000        *       3.16798563068331e-226   1.6507111284975e-223    32.9327212161679
chr4    16204001        16206000        *       3.13679589383035e-269   2.27377891604479e-266   30.8748300421746
chr4    16206001        16208000        *       1.45680179939437e-292   1.21021901437584e-289   35.3179039952296
chr4    16208001        16210000        *       3.82472233077989e-48    2.39844989298899e-46    25.785005246968
chr4    16210001        16212000        *       0.00432388160542693     0.0124867609399234      -30.8333333333333
chr4    16212001        16214000        *       5.66466957530986e-12    7.00922710028865e-11    51.5151515151515
chr4    16680001        16682000        *       3.86339987297019e-43    2.15891409452525e-41    -30.9241622574956
chr4    16704001        16706000        *       4.99781097957698e-49    3.20323934917674e-47    -49.2951889598399
chr4    16710001        16712000        *       6.15130945857313e-72    6.05016581312618e-70    -62.9941058337551
chr4    16712001        16714000        *       1.18523080823685e-150   3.11763121640751e-148   -31.2536116636921
chr4    17012001        17014000        *       1.35512713734665e-177   4.65992259813744e-175   27.4586996373092
chr4    17014001        17016000        *       1.17083778166007e-181   4.22484994682742e-179   27.2365492686638
chr4    17476001        17478000        *       4.64186003702636e-37    2.19550648282832e-35    -49.3696707600669
chr4    17488001        17490000        *       2.64904933000251e-31    1.04099681081814e-29    -57.1696309045707
chr4    17490001        17492000        *       1.14813913202321e-43    6.49660351286386e-42    -41.7257655037605
chr4    17702001        17704000        *       1.27226968005266e-24    3.7673504226713e-23     -26.6850976468153
chr4    17976001        17978000        *       7.18566145490797e-195   2.89371810298197e-192   -33.2802366040362
chr4    18670001        18672000        *       2.13168715567294e-39    1.08250402244381e-37    -26.3580230449163
chr4    19262001        19264000        *       2.22715424336662e-05    0.000110953588321504    26.5111892309011
chr4    19540001        19542000        *       5.23482266758971e-45    3.05056753188998e-43    25.6540116046419
chr4    19924001        19926000        *       3.61811197089166e-10    3.68242960205164e-09    -32.0359281437126
chr4    20368001        20370000        *       6.27985535883175e-07    4.10911383638098e-06    30.1304049416609
chr4    20528001        20530000        *       4.63368928510068e-68    4.27997903726696e-66    -32.1770369197596
chr4    20616001        20618000        *       6.27344178710228e-18    1.27724634216941e-16    -33.8586498935169
chr4    20640001        20642000        *       3.55741809875476e-09    3.2109141524436e-08     -78.9473684210526
chr4    20734001        20736000        *       0.0191098485940018      0.0439530588215184      -27.6688453159041
chr4    20858001        20860000        *       3.39413830783454e-39    1.71276555030939e-37    -26.7292055924232
chr4    21238001        21240000        *       1.21464926145337e-48    7.7030598448802e-47     -81.4821242624089
chr4    21528001        21530000        *       4.20707159832399e-82    4.80753355659291e-80    -27.2226949004302
chr4    21666001        21668000        *       3.61747280889277e-168   1.12408793699865e-165   -30.2182691258322
chr4    21668001        21670000        *       6.13672931492329e-153   1.65349848601485e-150   -25.2132876470037
chr4    21670001        21672000        *       8.11730057973374e-46    4.83067012805409e-44    -27.6136225339628
chr4    21672001        21674000        *       2.11163671273983e-16    3.8429957748533e-15     -27.4268104776579
chr4    21688001        21690000        *       3.67507910245413e-12    4.63748073757002e-11    -36.697512679213
chr4    21690001        21692000        *       3.62141001914412e-15    5.98627865025676e-14    -34.5136014192785
chr4    21694001        21696000        *       2.49891332158678e-05    0.000123344442789397    -33.6470588235294
chr4    21700001        21702000        *       1.3612036378944e-221    6.7820612195497e-219    -44.8945158005109
chr4    21706001        21708000        *       6.18148055445795e-17    1.1721667359277e-15     -34.8484848484848
chr4    21710001        21712000        *       1.51908829851555e-277   1.16072316214068e-274   -48.4787832084463
chr4    21712001        21714000        *       1.47129974200118e-14    2.31724217129136e-13    -44.6369830827068
chr4    23572001        23574000        *       9.19422502439569e-76    9.58636745079984e-74    -41.9482493535537
chr4    23610001        23612000        *       3.18778966809237e-18    6.62322319264008e-17    -25.5024799244214
chr4    23698001        23700000        *       7.31496510120838e-66    6.50286096128231e-64    38.291005860727
chr4    24260001        24262000        *       2.27091077978417e-60    1.83226750947446e-58    34.4106463878327
chr4    24434001        24436000        *       5.59171163895507e-20    1.30082585336274e-18    31.9230769230769
chr4    24556001        24558000        *       1.00830124119391e-29    3.73071726077931e-28    29.1620437956204
chr4    25152001        25154000        *       1.5433611699457e-111    2.58628743588571e-109   -50.9193534069796
chr4    25582001        25584000        *       6.04156574575502e-40    3.12377622222295e-38    -26.2895571392456
chr4    25760001        25762000        *       6.51937031348268e-33    2.71013964648022e-31    -31.4417402331366
